session_id,user_id,workflow_type,task_id,duration_s,app_switches_per_min,backtrack_rate,repeated_action_ratio,correction_rate,hesitation_ms_p50,idle_ratio,navigation_efficiency,action_sequence_entropy,workflow_repeat_count,predictable_sequence_score,completion_success,friction_score,focus_score,automation_potential,model_confidence,behavior_label,data_origin
syn_02475,bootstrap_user_03,repetitive_admin,repetitive_admin_015,410.9,2.688,0.1566,0.8323,0.0107,361.1,0.0,0.7318,0.2697,15,0.9781,False,0.1587,0.7998,0.7211,0.9622,automation_candidate,synthetic_bootstrap
syn_02476,bootstrap_user_04,deep_work,deep_work_016,2563.3,0.39,0.0607,0.078,0.0271,509.9,0.0861,0.642,0.5498,2,0.3413,True,0.233,0.7231,0.2813,0.6344,focused_or_low_friction,synthetic_bootstrap
syn_02477,bootstrap_user_05,deep_work,deep_work_017,2059.0,0.508,0.0956,0.0583,0.0488,129.2,0.0,0.7819,0.725,1,0.4892,True,0.0855,0.8344,0.2703,0.6278,focused_or_low_friction,synthetic_bootstrap
syn_02478,bootstrap_user_06,repetitive_admin,repetitive_admin_018,438.9,0.915,0.1035,0.8043,0.1032,347.4,0.0485,0.6953,0.2502,11,0.8,True,0.1397,0.8369,0.6728,0.92,focused_or_low_friction,synthetic_bootstrap
syn_02479,bootstrap_user_07,repetitive_admin,repetitive_admin_019,230.6,4.022,0.1139,0.6244,0.1135,328.5,0.0013,0.8214,0.1905,20,0.82,True,0.208,0.8127,0.6666,0.9321,focused_or_low_friction,synthetic_bootstrap
syn_02480,bootstrap_user_08,research_browsing,research_browsing_020,1513.7,1.443,0.0201,0.3319,0.0191,998.4,0.1336,0.5945,0.7582,4,0.2104,True,0.3218,0.627,0.3276,0.6216,moderate_friction,synthetic_bootstrap
syn_02481,bootstrap_user_09,support_lookup,support_lookup_021,248.9,5.061,0.3261,0.884,0.0178,698.2,0.0289,0.5613,0.2949,5,0.6778,True,0.359,0.6906,0.5874,0.8166,moderate_friction,synthetic_bootstrap
syn_02482,bootstrap_user_10,repetitive_admin,repetitive_admin_022,267.2,4.384,0.1131,0.6448,0.0122,443.3,0.0384,0.7589,0.2918,10,0.8733,True,0.2056,0.7605,0.6806,0.9333,automation_candidate,synthetic_bootstrap
syn_02483,bootstrap_user_11,deep_work,deep_work_023,1214.6,1.278,0.0,0.2271,0.058,592.5,0.1377,0.8343,0.6753,1,0.2935,True,0.1779,0.6565,0.3307,0.5849,focused_or_low_friction,synthetic_bootstrap
syn_02484,bootstrap_user_12,repetitive_admin,repetitive_admin_024,544.7,3.243,0.0727,0.5808,0.0486,405.8,0.0,0.7782,0.2873,13,0.9161,True,0.1664,0.8034,0.7323,0.9446,automation_candidate,synthetic_bootstrap
syn_02485,bootstrap_user_01,coding_debugging,coding_debugging_025,1232.5,2.738,0.2108,0.2885,0.148,1023.2,0.0422,0.3928,0.9462,3,0.435,True,0.4169,0.627,0.3784,0.6327,moderate_friction,synthetic_bootstrap
syn_02486,bootstrap_user_02,repetitive_admin,repetitive_admin_026,553.5,4.371,0.1515,0.4601,0.0339,599.3,0.0525,0.7478,0.1968,5,0.9554,True,0.2954,0.7483,0.6058,0.8977,focused_or_low_friction,synthetic_bootstrap
syn_02487,bootstrap_user_03,coding_debugging,coding_debugging_027,1068.3,1.117,0.1238,0.3715,0.2967,904.0,0.1105,0.6388,0.7545,4,0.3125,True,0.3088,0.6749,0.3707,0.6476,moderate_friction,synthetic_bootstrap
syn_02488,bootstrap_user_04,coding_debugging,coding_debugging_028,1025.0,1.606,0.2827,0.3135,0.3076,1289.8,0.1398,0.5849,0.7114,3,0.5186,True,0.431,0.5833,0.4386,0.6818,moderate_friction,synthetic_bootstrap
syn_02489,bootstrap_user_05,deep_work,deep_work_029,2350.0,0.935,0.0,0.0074,0.1181,80.0,0.1044,0.8988,0.7935,1,0.4026,True,0.1311,0.7505,0.3031,0.5979,focused_or_low_friction,synthetic_bootstrap
syn_02490,bootstrap_user_06,coding_debugging,coding_debugging_030,1410.2,1.747,0.3614,0.3698,0.4166,1047.0,0.0204,0.6538,0.7846,4,0.4922,True,0.3699,0.7235,0.4624,0.6889,moderate_friction,synthetic_bootstrap
syn_02491,bootstrap_user_07,research_browsing,research_browsing_031,1801.4,4.696,0.1401,0.3007,0.1407,608.8,0.0646,0.6036,0.8229,2,0.2248,True,0.3568,0.6223,0.397,0.5724,moderate_friction,synthetic_bootstrap
syn_02492,bootstrap_user_08,support_lookup,support_lookup_032,178.7,4.372,0.2578,0.6559,0.0424,675.7,0.0418,0.68,0.2507,9,0.7479,True,0.2564,0.706,0.6058,0.9069,focused_or_low_friction,synthetic_bootstrap
syn_02493,bootstrap_user_09,deep_work,deep_work_033,1262.8,1.609,0.0893,0.1047,0.07,453.2,0.1198,0.7484,0.6431,1,0.5351,True,0.2361,0.6884,0.3736,0.6491,focused_or_low_friction,synthetic_bootstrap
syn_02494,bootstrap_user_10,research_browsing,research_browsing_034,1983.6,3.766,0.2899,0.1324,0.1914,596.1,0.138,0.6612,0.6903,2,0.3244,True,0.3999,0.5958,0.3177,0.6133,moderate_friction,synthetic_bootstrap
syn_02495,bootstrap_user_11,research_browsing,research_browsing_035,715.6,2.355,0.287,0.2473,0.1303,850.6,0.1228,0.5178,0.7244,0,0.2727,True,0.3406,0.5894,0.2522,0.5513,moderate_friction,synthetic_bootstrap
syn_02496,bootstrap_user_12,support_lookup,support_lookup_036,517.9,3.309,0.1896,0.7504,0.1121,374.8,0.0843,0.526,0.5516,7,0.7647,True,0.3219,0.6372,0.6586,0.8525,moderate_friction,synthetic_bootstrap
syn_02497,bootstrap_user_01,support_lookup,support_lookup_037,283.3,4.716,0.2109,0.9273,0.0879,801.8,0.048,0.5896,0.3512,6,0.8462,True,0.3385,0.6619,0.6352,0.8744,moderate_friction,synthetic_bootstrap
syn_02498,bootstrap_user_02,repetitive_admin,repetitive_admin_038,225.6,2.835,0.089,0.6688,0.0145,392.8,0.0263,0.5928,0.2252,5,0.8633,True,0.1381,0.7619,0.5128,0.8713,focused_or_low_friction,synthetic_bootstrap
syn_02499,bootstrap_user_03,coding_debugging,coding_debugging_039,1611.7,3.368,0.4361,0.181,0.4297,885.8,0.0589,0.5409,0.7028,3,0.4708,True,0.4739,0.6412,0.4042,0.6709,high_friction,synthetic_bootstrap
syn_02500,bootstrap_user_04,support_lookup,support_lookup_040,242.9,4.039,0.1709,0.4429,0.0598,960.3,0.0105,0.6872,0.3977,10,0.8267,True,0.2973,0.7709,0.5958,0.9089,focused_or_low_friction,synthetic_bootstrap
syn_02501,bootstrap_user_05,deep_work,deep_work_041,2571.0,0.811,0.0999,0.1205,0.098,488.7,0.0,0.8085,0.769,0,0.2316,True,0.239,0.8045,0.2479,0.5356,focused_or_low_friction,synthetic_bootstrap
syn_02502,bootstrap_user_06,coding_debugging,coding_debugging_042,1064.9,3.259,0.2213,0.2021,0.4341,519.1,0.0751,0.6246,0.8724,1,0.3205,False,0.3832,0.6189,0.332,0.5679,moderate_friction,synthetic_bootstrap
syn_02503,bootstrap_user_07,research_browsing,research_browsing_043,1414.8,1.342,0.2291,0.2986,0.034,477.5,0.0902,0.5399,0.9473,1,0.1642,False,0.277,0.6412,0.2705,0.5199,focused_or_low_friction,synthetic_bootstrap
syn_02504,bootstrap_user_08,research_browsing,research_browsing_044,1579.5,1.275,0.261,0.1974,0.0872,378.8,0.1208,0.6669,0.7575,1,0.3953,True,0.309,0.6498,0.3126,0.6004,moderate_friction,synthetic_bootstrap
syn_02505,bootstrap_user_09,repetitive_admin,repetitive_admin_045,415.9,1.875,0.1107,0.8544,0.0816,298.7,0.0285,0.7371,0.1565,4,0.9826,True,0.1467,0.8437,0.6299,0.8869,focused_or_low_friction,synthetic_bootstrap
syn_02506,bootstrap_user_10,deep_work,deep_work_046,1844.3,1.188,0.0026,0.2103,0.0609,398.5,0.1569,0.7078,0.7391,3,0.268,True,0.1994,0.6374,0.3246,0.6158,focused_or_low_friction,synthetic_bootstrap
syn_02507,bootstrap_user_11,research_browsing,research_browsing_047,1796.3,2.6,0.3036,0.2921,0.1216,765.6,0.0803,0.2652,0.8469,3,0.3291,True,0.415,0.5682,0.4028,0.6182,moderate_friction,synthetic_bootstrap
syn_02508,bootstrap_user_12,research_browsing,research_browsing_048,1682.8,4.477,0.3414,0.0823,0.136,511.0,0.0546,0.5457,0.9403,1,0.089,True,0.4059,0.5483,0.1918,0.5019,moderate_friction,synthetic_bootstrap
syn_02509,bootstrap_user_01,support_lookup,support_lookup_049,119.5,4.5,0.2424,0.5621,0.1424,684.7,0.0365,0.6479,0.2939,8,0.7288,True,0.2808,0.7289,0.5609,0.8969,focused_or_low_friction,synthetic_bootstrap
syn_02510,bootstrap_user_02,coding_debugging,coding_debugging_050,1553.1,3.027,0.2846,0.1803,0.213,367.5,0.1595,0.5736,0.5495,4,0.4332,True,0.3662,0.5555,0.4206,0.7024,moderate_friction,synthetic_bootstrap
syn_02511,bootstrap_user_03,support_lookup,support_lookup_051,312.9,3.964,0.2851,0.7429,0.1382,320.2,0.0225,0.7799,0.1193,6,0.8047,True,0.2539,0.7887,0.6017,0.8919,focused_or_low_friction,synthetic_bootstrap
syn_02512,bootstrap_user_04,support_lookup,support_lookup_052,348.1,4.999,0.1656,0.5126,0.1055,899.9,0.0373,0.8131,0.1669,4,0.7357,True,0.3192,0.7756,0.5149,0.8239,moderate_friction,synthetic_bootstrap
syn_02513,bootstrap_user_05,deep_work,deep_work_053,1773.1,0.652,0.1813,0.0604,0.0646,274.0,0.1029,0.7287,0.8622,2,0.3995,True,0.205,0.6864,0.2865,0.6114,focused_or_low_friction,synthetic_bootstrap
syn_02514,bootstrap_user_06,deep_work,deep_work_054,2059.6,0.43,0.0304,0.2157,0.0899,88.8,0.061,0.9424,0.664,1,0.1706,True,0.0926,0.8242,0.2743,0.5555,focused_or_low_friction,synthetic_bootstrap
syn_02515,bootstrap_user_07,repetitive_admin,repetitive_admin_055,365.5,2.438,0.2116,0.6354,0.0519,348.4,0.0469,0.7834,0.373,11,1.0,True,0.202,0.7588,0.7245,0.9552,automation_candidate,synthetic_bootstrap
syn_02516,bootstrap_user_08,research_browsing,research_browsing_056,1437.8,0.767,0.2591,0.2013,0.1379,490.8,0.1264,0.5475,0.7463,2,0.3183,True,0.3058,0.6463,0.2864,0.605,moderate_friction,synthetic_bootstrap
syn_02517,bootstrap_user_09,deep_work,deep_work_057,2497.3,0.45,0.1251,0.171,0.0968,586.9,0.0,0.7741,0.7546,3,0.3471,True,0.2067,0.8188,0.3518,0.6337,focused_or_low_friction,synthetic_bootstrap
syn_02518,bootstrap_user_10,repetitive_admin,repetitive_admin_058,427.3,1.923,0.1778,0.7882,0.052,473.6,0.0336,0.7132,0.227,7,0.9325,False,0.2316,0.8128,0.6434,0.9334,focused_or_low_friction,synthetic_bootstrap
syn_02519,bootstrap_user_11,support_lookup,support_lookup_059,262.1,3.209,0.0495,0.5055,0.0152,276.5,0.0113,0.7824,0.2187,6,0.9017,True,0.1535,0.8175,0.5526,0.9042,focused_or_low_friction,synthetic_bootstrap
syn_02520,bootstrap_user_12,repetitive_admin,repetitive_admin_060,736.8,3.613,0.1601,0.992,0.0911,529.2,0.0643,0.7817,0.1837,3,0.819,True,0.3176,0.7804,0.6862,0.8202,moderate_friction,synthetic_bootstrap
syn_02521,bootstrap_user_01,deep_work,deep_work_001,2068.9,1.044,0.0746,0.1243,0.0158,422.5,0.0758,0.9108,0.8033,2,0.5976,True,0.1993,0.7508,0.3212,0.668,focused_or_low_friction,synthetic_bootstrap
syn_02522,bootstrap_user_02,support_lookup,support_lookup_002,217.5,6.069,0.1589,0.5594,0.1098,449.9,0.0958,0.8485,0.3607,8,0.8872,True,0.2493,0.633,0.6152,0.9285,focused_or_low_friction,synthetic_bootstrap
syn_02523,bootstrap_user_03,repetitive_admin,repetitive_admin_003,479.1,1.408,0.0938,0.6316,0.1153,289.2,0.0362,0.6954,0.3591,12,0.8995,True,0.2242,0.7709,0.692,0.9318,automation_candidate,synthetic_bootstrap
syn_02524,bootstrap_user_04,coding_debugging,coding_debugging_004,933.6,1.069,0.2448,0.3131,0.4455,430.3,0.1309,0.8262,0.9031,0,0.725,True,0.2427,0.6344,0.4444,0.6429,focused_or_low_friction,synthetic_bootstrap
syn_02525,bootstrap_user_05,research_browsing,research_browsing_005,1530.1,2.369,0.226,0.2237,0.071,622.0,0.1548,0.4959,0.6914,1,0.1933,True,0.305,0.5698,0.3178,0.5579,moderate_friction,synthetic_bootstrap
syn_02526,bootstrap_user_06,deep_work,deep_work_006,1394.1,0.507,0.0706,0.0771,0.1392,290.0,0.059,0.7589,0.7807,1,0.5892,True,0.1884,0.754,0.3013,0.6461,focused_or_low_friction,synthetic_bootstrap
syn_02527,bootstrap_user_07,research_browsing,research_browsing_007,1333.4,2.253,0.0401,0.2611,0.1016,495.9,0.1288,0.5856,0.9128,2,0.2812,True,0.2836,0.6007,0.3534,0.5758,focused_or_low_friction,synthetic_bootstrap
syn_02528,bootstrap_user_08,research_browsing,research_browsing_008,765.7,2.05,0.1823,0.1582,0.1578,338.8,0.1085,0.5139,0.936,3,0.3286,True,0.2399,0.6308,0.2815,0.6073,focused_or_low_friction,synthetic_bootstrap
syn_02529,bootstrap_user_09,research_browsing,research_browsing_009,1978.5,3.607,0.2438,0.2772,0.1498,673.6,0.0889,0.5948,0.7918,2,0.4225,True,0.3972,0.5828,0.3921,0.6256,moderate_friction,synthetic_bootstrap
syn_02530,bootstrap_user_10,coding_debugging,coding_debugging_010,336.8,1.482,0.3467,0.3285,0.2979,832.3,0.1185,0.685,0.6999,1,0.4742,True,0.3043,0.6418,0.2972,0.6271,moderate_friction,synthetic_bootstrap
syn_02531,bootstrap_user_11,coding_debugging,coding_debugging_011,2185.9,1.335,0.2623,0.2035,0.1746,439.7,0.1284,0.688,0.664,5,0.1049,False,0.3202,0.6537,0.3184,0.629,moderate_friction,synthetic_bootstrap
syn_02532,bootstrap_user_12,coding_debugging,coding_debugging_012,1009.5,2.637,0.4403,0.3202,0.3056,759.2,0.1551,0.8173,0.7838,2,0.4563,True,0.3668,0.5953,0.409,0.635,moderate_friction,synthetic_bootstrap
syn_02533,bootstrap_user_01,coding_debugging,coding_debugging_013,1624.1,1.321,0.0884,0.2007,0.3024,311.8,0.0696,0.7512,0.7733,3,0.2722,True,0.2727,0.7275,0.3447,0.6127,focused_or_low_friction,synthetic_bootstrap
syn_02534,bootstrap_user_02,deep_work,deep_work_014,1885.6,1.471,0.1088,0.1771,0.0857,527.7,0.0716,0.8352,0.6458,1,0.2401,True,0.1937,0.7881,0.3151,0.575,focused_or_low_friction,synthetic_bootstrap
syn_02535,bootstrap_user_03,research_browsing,research_browsing_015,1283.0,2.534,0.2754,0.3354,0.1398,271.6,0.1532,0.7048,0.9759,2,0.3166,True,0.2859,0.5346,0.3591,0.577,focused_or_low_friction,synthetic_bootstrap
syn_02536,bootstrap_user_04,support_lookup,support_lookup_016,105.7,2.72,0.2453,0.6847,0.1725,603.4,0.0603,0.7889,0.3135,5,0.7835,True,0.2307,0.7249,0.5196,0.8408,focused_or_low_friction,synthetic_bootstrap
syn_02537,bootstrap_user_05,coding_debugging,coding_debugging_017,1085.8,2.303,0.2306,0.2906,0.1389,888.1,0.1896,0.5433,0.7258,2,0.3878,False,0.4267,0.5437,0.3545,0.6249,moderate_friction,synthetic_bootstrap
syn_02538,bootstrap_user_06,repetitive_admin,repetitive_admin_018,302.3,3.262,0.0,0.8463,0.0594,430.5,0.0631,0.8269,0.3293,11,0.9415,True,0.2186,0.7755,0.7165,0.9459,automation_candidate,synthetic_bootstrap
syn_02539,bootstrap_user_07,deep_work,deep_work_019,1379.4,0.707,0.1001,0.1576,0.1814,379.8,0.1072,0.73,0.8983,0,0.5989,True,0.1527,0.7091,0.3293,0.6119,focused_or_low_friction,synthetic_bootstrap
syn_02540,bootstrap_user_08,support_lookup,support_lookup_020,214.7,5.07,0.2332,0.6739,0.1668,565.5,0.0795,0.6078,0.4442,5,0.6775,True,0.3165,0.639,0.4924,0.7986,moderate_friction,synthetic_bootstrap
syn_02541,bootstrap_user_09,support_lookup,support_lookup_021,369.4,3.552,0.0,0.463,0.0946,600.0,0.056,0.539,0.2744,3,0.8159,True,0.3061,0.6884,0.4795,0.8085,moderate_friction,synthetic_bootstrap
syn_02542,bootstrap_user_10,support_lookup,support_lookup_022,462.9,5.069,0.1563,0.4916,0.1654,795.9,0.0255,0.5546,0.3907,8,0.8383,False,0.3712,0.6806,0.6216,0.9127,moderate_friction,synthetic_bootstrap
syn_02543,bootstrap_user_11,repetitive_admin,repetitive_admin_023,526.6,2.552,0.0835,0.6649,0.1481,252.8,0.0403,0.8098,0.1711,9,0.708,True,0.1966,0.8249,0.612,0.9065,focused_or_low_friction,synthetic_bootstrap
syn_02544,bootstrap_user_12,repetitive_admin,repetitive_admin_024,454.2,3.161,0.1979,0.7965,0.022,271.8,0.0315,0.7562,0.2631,7,1.0,True,0.2396,0.7744,0.6272,0.9459,focused_or_low_friction,synthetic_bootstrap
syn_02545,bootstrap_user_01,support_lookup,support_lookup_025,279.1,5.643,0.2307,0.6533,0.1112,431.0,0.0869,0.6166,0.2896,8,0.76,True,0.3349,0.607,0.5822,0.9053,moderate_friction,synthetic_bootstrap
syn_02546,bootstrap_user_02,repetitive_admin,repetitive_admin_026,334.0,5.538,0.1057,0.811,0.0278,239.2,0.0443,0.8931,0.1509,5,0.9321,True,0.1908,0.7646,0.6336,0.8974,focused_or_low_friction,synthetic_bootstrap
syn_02547,bootstrap_user_03,research_browsing,research_browsing_027,688.5,1.74,0.1414,0.198,0.039,705.1,0.0942,0.5125,0.8708,1,0.4723,True,0.2452,0.6507,0.2702,0.6061,focused_or_low_friction,synthetic_bootstrap
syn_02548,bootstrap_user_04,deep_work,deep_work_028,2446.5,0.95,0.001,0.0464,0.0698,606.2,0.0732,0.8044,0.684,0,0.4489,True,0.2285,0.7564,0.2572,0.6001,focused_or_low_friction,synthetic_bootstrap
syn_02549,bootstrap_user_05,repetitive_admin,repetitive_admin_029,257.7,2.067,0.2559,0.7105,0.1162,490.5,0.0543,0.6562,0.3319,4,0.9082,True,0.211,0.7419,0.5907,0.8472,focused_or_low_friction,synthetic_bootstrap
syn_02550,bootstrap_user_06,repetitive_admin,repetitive_admin_030,54.9,5.531,0.0716,0.7052,0.0965,422.6,0.0753,0.7949,0.4837,11,0.8506,True,0.2192,0.6833,0.6826,0.9046,automation_candidate,synthetic_bootstrap
syn_02551,bootstrap_user_07,support_lookup,support_lookup_031,360.4,0.503,0.0002,0.619,0.1017,523.6,0.0976,0.7802,0.3792,2,0.6671,True,0.2204,0.7706,0.4609,0.7363,focused_or_low_friction,synthetic_bootstrap
syn_02552,bootstrap_user_08,support_lookup,support_lookup_032,84.8,1.104,0.11,0.7985,0.1861,232.9,0.0144,0.7361,0.3115,11,0.8645,True,0.119,0.8581,0.6947,0.9287,automation_candidate,synthetic_bootstrap
syn_02553,bootstrap_user_09,coding_debugging,coding_debugging_033,1164.0,2.159,0.2321,0.0798,0.1901,548.1,0.0178,0.4402,0.4752,1,0.5145,True,0.2987,0.7411,0.3954,0.6641,focused_or_low_friction,synthetic_bootstrap
syn_02554,bootstrap_user_10,research_browsing,research_browsing_034,2486.7,3.159,0.1946,0.147,0.1296,615.6,0.1024,0.5696,0.7246,0,0.2197,True,0.4202,0.6249,0.2641,0.538,moderate_friction,synthetic_bootstrap
syn_02555,bootstrap_user_11,repetitive_admin,repetitive_admin_035,301.4,4.825,0.055,0.7247,0.1476,396.1,0.0412,0.8444,0.2872,9,0.9812,True,0.2102,0.7348,0.6845,0.9608,automation_candidate,synthetic_bootstrap
syn_02556,bootstrap_user_12,coding_debugging,coding_debugging_036,1150.8,1.592,0.3051,0.2785,0.3203,809.0,0.0941,0.5992,0.7279,1,0.5978,True,0.3586,0.6578,0.4002,0.6546,moderate_friction,synthetic_bootstrap
syn_02557,bootstrap_user_01,deep_work,deep_work_037,2421.3,1.203,0.0846,0.2251,0.1018,242.3,0.1156,0.668,0.3283,2,0.4032,True,0.2419,0.7358,0.3674,0.6764,focused_or_low_friction,synthetic_bootstrap
syn_02558,bootstrap_user_02,repetitive_admin,repetitive_admin_038,539.5,2.486,0.1057,0.7503,0.0933,336.7,0.0353,0.6392,0.2013,15,0.8388,True,0.189,0.8419,0.7029,0.9355,automation_candidate,synthetic_bootstrap
syn_02559,bootstrap_user_03,support_lookup,support_lookup_039,142.5,4.227,0.1086,0.6674,0.0344,724.7,0.0882,0.6481,0.1779,4,0.7963,True,0.2189,0.7171,0.5366,0.8377,focused_or_low_friction,synthetic_bootstrap
syn_02560,bootstrap_user_04,deep_work,deep_work_040,1861.7,1.037,0.0718,0.1452,0.1128,595.6,0.0999,0.9368,0.6825,0,0.4806,True,0.1722,0.7374,0.3324,0.6083,focused_or_low_friction,synthetic_bootstrap
syn_02561,bootstrap_user_05,coding_debugging,coding_debugging_041,1266.8,1.049,0.3538,0.4274,0.3324,713.4,0.0165,0.8356,0.6683,0,0.4355,True,0.3393,0.7729,0.3872,0.5987,moderate_friction,synthetic_bootstrap
syn_02562,bootstrap_user_06,coding_debugging,coding_debugging_042,1100.2,3.079,0.3452,0.2671,0.3915,425.9,0.121,0.6344,0.715,2,0.4388,True,0.4408,0.6139,0.4277,0.6389,high_friction,synthetic_bootstrap
syn_02563,bootstrap_user_07,coding_debugging,coding_debugging_043,861.6,1.339,0.2567,0.2514,0.1552,904.8,0.1541,0.3641,0.63,4,0.4724,True,0.3805,0.5644,0.3976,0.7025,moderate_friction,synthetic_bootstrap
syn_02564,bootstrap_user_08,support_lookup,support_lookup_044,146.1,4.32,0.2615,0.5579,0.1423,511.0,0.0924,0.6137,0.5311,9,0.8144,True,0.2861,0.6029,0.5706,0.8899,focused_or_low_friction,synthetic_bootstrap
syn_02565,bootstrap_user_09,coding_debugging,coding_debugging_045,560.6,1.658,0.1769,0.2972,0.3587,1109.6,0.0833,0.5211,0.5731,3,0.6156,True,0.3449,0.6818,0.4143,0.7226,moderate_friction,synthetic_bootstrap
syn_02566,bootstrap_user_10,repetitive_admin,repetitive_admin_046,569.6,5.119,0.1499,0.7877,0.0704,366.0,0.0464,0.707,0.2928,10,0.8651,True,0.2873,0.6819,0.7516,0.9311,automation_candidate,synthetic_bootstrap
syn_02567,bootstrap_user_11,deep_work,deep_work_047,1593.4,0.28,0.1031,0.1909,0.047,562.2,0.1054,0.978,0.6565,1,0.2772,True,0.1546,0.7959,0.276,0.583,focused_or_low_friction,synthetic_bootstrap
syn_02568,bootstrap_user_12,deep_work,deep_work_048,2035.9,0.693,0.0,0.2002,0.0026,421.3,0.0742,0.8193,0.6847,2,0.3936,True,0.2219,0.7667,0.2984,0.6312,focused_or_low_friction,synthetic_bootstrap
syn_02569,bootstrap_user_01,coding_debugging,coding_debugging_049,465.5,2.792,0.1049,0.119,0.1646,898.9,0.1665,0.5062,0.7622,0,0.3157,False,0.3286,0.5665,0.1675,0.5575,moderate_friction,synthetic_bootstrap
syn_02570,bootstrap_user_02,research_browsing,research_browsing_050,982.5,3.498,0.2596,0.2214,0.1104,398.3,0.071,0.858,0.6992,0,0.3816,True,0.2891,0.7305,0.3289,0.5815,focused_or_low_friction,synthetic_bootstrap
syn_02571,bootstrap_user_03,deep_work,deep_work_051,1954.7,0.0,0.1316,0.0,0.023,471.3,0.1019,0.7013,0.6257,0,0.312,True,0.1793,0.7519,0.237,0.5729,focused_or_low_friction,synthetic_bootstrap
syn_02572,bootstrap_user_04,support_lookup,support_lookup_052,316.1,4.145,0.2374,0.6154,0.0854,622.7,0.0473,0.6271,0.4775,9,0.7603,True,0.2918,0.6694,0.5714,0.8828,focused_or_low_friction,synthetic_bootstrap
syn_02573,bootstrap_user_05,coding_debugging,coding_debugging_053,1099.2,2.861,0.3411,0.282,0.3137,738.6,0.1601,0.4399,0.6533,3,0.6339,True,0.4169,0.5037,0.4466,0.7176,moderate_friction,synthetic_bootstrap
syn_02574,bootstrap_user_06,research_browsing,research_browsing_054,1704.1,4.737,0.1936,0.1161,0.1035,294.8,0.1718,0.4323,0.8251,2,0.3753,True,0.3901,0.4642,0.36,0.6098,moderate_friction,synthetic_bootstrap
syn_02575,bootstrap_user_07,support_lookup,support_lookup_055,439.6,2.977,0.0329,0.4189,0.0193,304.1,0.0202,0.6184,0.4541,8,0.7278,True,0.3069,0.77,0.5273,0.8775,moderate_friction,synthetic_bootstrap
syn_02576,bootstrap_user_08,coding_debugging,coding_debugging_056,1154.7,1.94,0.5003,0.221,0.3149,351.3,0.0682,0.5494,0.7686,1,0.4268,True,0.3386,0.6062,0.3466,0.607,moderate_friction,synthetic_bootstrap
syn_02577,bootstrap_user_09,coding_debugging,coding_debugging_057,1146.4,2.026,0.1884,0.2262,0.2677,509.1,0.1042,0.8091,0.705,0,0.6256,True,0.3223,0.6814,0.3645,0.6418,moderate_friction,synthetic_bootstrap
syn_02578,bootstrap_user_10,research_browsing,research_browsing_058,903.5,4.255,0.3645,0.1064,0.0,646.1,0.0648,0.4951,0.7809,2,0.2063,True,0.3328,0.5258,0.3057,0.5729,moderate_friction,synthetic_bootstrap
syn_02579,bootstrap_user_11,deep_work,deep_work_059,1574.5,0.231,0.0437,0.1662,0.0923,566.0,0.0975,0.7263,0.3846,2,0.4257,True,0.1858,0.7672,0.3437,0.6753,focused_or_low_friction,synthetic_bootstrap
syn_02580,bootstrap_user_12,research_browsing,research_browsing_060,889.7,3.767,0.1381,0.3448,0.0749,825.6,0.0855,0.7405,0.904,1,0.333,True,0.2998,0.5974,0.3546,0.5673,focused_or_low_friction,synthetic_bootstrap
syn_02581,bootstrap_user_01,deep_work,deep_work_001,1425.9,0.868,0.0406,0.1798,0.0006,248.0,0.0483,0.8072,0.5288,1,0.4434,True,0.0465,0.799,0.3658,0.6399,focused_or_low_friction,synthetic_bootstrap
syn_02582,bootstrap_user_02,research_browsing,research_browsing_002,1543.0,3.448,0.2708,0.1033,0.1107,753.8,0.1154,0.5328,0.7962,1,0.3737,True,0.3646,0.5734,0.3177,0.5904,moderate_friction,synthetic_bootstrap
syn_02583,bootstrap_user_03,deep_work,deep_work_003,1557.9,0.029,0.0777,0.0996,0.114,357.0,0.01,0.7093,0.6373,2,0.2103,True,0.1663,0.8552,0.2742,0.5911,focused_or_low_friction,synthetic_bootstrap
syn_02584,bootstrap_user_04,repetitive_admin,repetitive_admin_004,377.2,2.579,0.1524,0.682,0.1168,506.4,0.0623,0.6952,0.238,1,0.8558,True,0.1917,0.8085,0.5359,0.7779,focused_or_low_friction,synthetic_bootstrap
syn_02585,bootstrap_user_05,deep_work,deep_work_005,1379.8,1.724,0.0552,0.2164,0.0944,366.9,0.0665,0.9349,0.7676,1,0.104,True,0.1218,0.7658,0.2456,0.5264,focused_or_low_friction,synthetic_bootstrap
syn_02586,bootstrap_user_06,support_lookup,support_lookup_006,199.1,3.534,0.2616,0.3904,0.1469,581.6,0.0578,0.6152,0.4135,5,0.7451,True,0.3288,0.6563,0.4689,0.8192,moderate_friction,synthetic_bootstrap
syn_02587,bootstrap_user_07,repetitive_admin,repetitive_admin_007,398.5,2.979,0.0284,0.5093,0.0936,215.0,0.0805,0.6486,0.3351,6,0.8101,True,0.2112,0.7375,0.5338,0.8673,focused_or_low_friction,synthetic_bootstrap
syn_02588,bootstrap_user_08,deep_work,deep_work_008,2095.6,0.806,0.0133,0.1803,0.075,80.0,0.0644,0.6845,0.5568,1,0.341,True,0.1706,0.7712,0.3025,0.6109,focused_or_low_friction,synthetic_bootstrap
